DEBUG 2020-07-17 10:34:56,396 [43   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
INFO  2020-07-17 15:01:17,743 [62   ] c.Infrastructure.ControllerActionInvoker - Executed action Capinfo.Users.UserAppService.GetRoles (Capinfo.Application) in 78.0609ms
INFO  2020-07-17 15:01:17,746 [62   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Capinfo.Users.UserAppService.GetRoles (Capinfo.Application)'
INFO  2020-07-17 15:01:17,749 [62   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 138.8693ms 200 application/json; charset=utf-8
INFO  2020-07-17 15:01:17,757 [66   ] c.Infrastructure.ControllerActionInvoker - Executed action method Capinfo.Users.UserAppService.GetAllAsync (Capinfo.Application), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 15.1758ms.
DEBUG 2020-07-17 15:01:17,757 [66   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Users.User, Id:1
DEBUG 2020-07-17 15:01:17,757 [66   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Abp.Authorization.Users.UserRole, Id:1
DEBUG 2020-07-17 15:01:17,757 [66   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Users.User, Id:5
DEBUG 2020-07-17 15:01:17,757 [66   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Abp.Authorization.Users.UserRole, Id:5
INFO  2020-07-17 15:01:17,763 [61   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2020-07-17 15:01:17,767 [61   ] c.Infrastructure.ControllerActionInvoker - Executed action Capinfo.Users.UserAppService.GetAllAsync (Capinfo.Application) in 48.7644ms
INFO  2020-07-17 15:01:17,770 [61   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Capinfo.Users.UserAppService.GetAllAsync (Capinfo.Application)'
INFO  2020-07-17 15:01:17,772 [61   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 107.62910000000001ms 200 application/json; charset=utf-8
INFO  2020-07-17 15:01:18,651 [70   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://capinfo.devops.com:21021/api/services/app/Authority/GetMainMenu  
INFO  2020-07-17 15:01:18,655 [70   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 15:01:18,659 [70   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
INFO  2020-07-17 15:01:18,663 [70   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Capinfo.His.AuthorityAppService.GetMainMenu (Capinfo.Application)'
INFO  2020-07-17 15:01:18,671 [70   ] c.Infrastructure.ControllerActionInvoker - Route matched with {area = "app", action = "GetMainMenu", controller = "Authority"}. Executing controller action with signature System.Threading.Tasks.Task`1[System.Collections.Generic.List`1[Capinfo.His.AuthorityTreeDto]] GetMainMenu(System.String) on controller Capinfo.His.AuthorityAppService (Capinfo.Application).
DEBUG 2020-07-17 15:01:18,676 [70   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:9
DEBUG 2020-07-17 15:01:18,676 [70   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:10
DEBUG 2020-07-17 15:01:18,676 [70   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:15
DEBUG 2020-07-17 15:01:18,676 [70   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:25
DEBUG 2020-07-17 15:01:18,676 [70   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:26
DEBUG 2020-07-17 15:01:18,676 [70   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:29
DEBUG 2020-07-17 15:01:18,676 [70   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:30
DEBUG 2020-07-17 15:01:18,676 [70   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:31
DEBUG 2020-07-17 15:01:18,676 [70   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:32
DEBUG 2020-07-17 15:01:18,676 [70   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:33
DEBUG 2020-07-17 15:01:18,676 [70   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:34
DEBUG 2020-07-17 15:01:18,676 [70   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:35
DEBUG 2020-07-17 15:01:18,676 [70   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:36
INFO  2020-07-17 15:01:18,703 [70   ] c.Infrastructure.ControllerActionInvoker - Executing action method Capinfo.His.AuthorityAppService.GetMainMenu (Capinfo.Application) - Validation state: Valid
INFO  2020-07-17 15:01:18,797 [57   ] c.Infrastructure.ControllerActionInvoker - Executed action method Capinfo.His.AuthorityAppService.GetMainMenu (Capinfo.Application), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 91.069ms.
DEBUG 2020-07-17 15:01:18,797 [57   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.MoudleGroup, Id:1000
DEBUG 2020-07-17 15:01:18,797 [57   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.MoudleGroup, Id:1001
INFO  2020-07-17 15:01:18,805 [57   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2020-07-17 15:01:18,808 [57   ] c.Infrastructure.ControllerActionInvoker - Executed action Capinfo.His.AuthorityAppService.GetMainMenu (Capinfo.Application) in 134.832ms
INFO  2020-07-17 15:01:18,810 [57   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Capinfo.His.AuthorityAppService.GetMainMenu (Capinfo.Application)'
INFO  2020-07-17 15:01:18,813 [57   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 166.1746ms 200 application/json; charset=utf-8
INFO  2020-07-17 15:01:19,668 [57   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://capinfo.devops.com:21021/api/services/app/User/GetAll?maxResultCount=10&skipCount=0  
INFO  2020-07-17 15:01:19,671 [69   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://capinfo.devops.com:21021/api/services/app/User/GetRoles  
INFO  2020-07-17 15:01:19,674 [57   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 15:01:19,679 [69   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 15:01:19,683 [57   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
INFO  2020-07-17 15:01:19,687 [69   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
INFO  2020-07-17 15:01:19,690 [57   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Capinfo.Users.UserAppService.GetAllAsync (Capinfo.Application)'
INFO  2020-07-17 15:01:19,693 [69   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Capinfo.Users.UserAppService.GetRoles (Capinfo.Application)'
INFO  2020-07-17 15:01:19,702 [57   ] c.Infrastructure.ControllerActionInvoker - Route matched with {area = "app", action = "GetAll", controller = "User"}. Executing controller action with signature System.Threading.Tasks.Task`1[Abp.Application.Services.Dto.PagedResultDto`1[Capinfo.Users.Dto.UserDto]] GetAllAsync(Capinfo.Users.Dto.PagedUserResultRequestDto) on controller Capinfo.Users.UserAppService (Capinfo.Application).
INFO  2020-07-17 15:01:19,705 [69   ] c.Infrastructure.ControllerActionInvoker - Route matched with {area = "app", action = "GetRoles", controller = "User"}. Executing controller action with signature System.Threading.Tasks.Task`1[Abp.Application.Services.Dto.ListResultDto`1[Capinfo.Roles.Dto.RoleDto]] GetRoles() on controller Capinfo.Users.UserAppService (Capinfo.Application).
INFO  2020-07-17 15:01:19,737 [57   ] c.Infrastructure.ControllerActionInvoker - Executing action method Capinfo.Users.UserAppService.GetAllAsync (Capinfo.Application) - Validation state: Valid
INFO  2020-07-17 15:01:19,739 [69   ] c.Infrastructure.ControllerActionInvoker - Executing action method Capinfo.Users.UserAppService.GetRoles (Capinfo.Application) - Validation state: Valid
INFO  2020-07-17 15:01:19,747 [59   ] c.Infrastructure.ControllerActionInvoker - Executed action method Capinfo.Users.UserAppService.GetRoles (Capinfo.Application), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 5.1423000000000005ms.
DEBUG 2020-07-17 15:01:19,748 [59   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Roles.Role, Id:1
DEBUG 2020-07-17 15:01:19,756 [70   ] HttpRequestEntityChangeSetReasonProvider - Unable to get URL from HttpRequest, fallback to null
INFO  2020-07-17 15:01:19,761 [59   ] c.Infrastructure.ControllerActionInvoker - Executed action method Capinfo.Users.UserAppService.GetAllAsync (Capinfo.Application), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 19.3675ms.
DEBUG 2020-07-17 15:01:19,762 [59   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Users.User, Id:1
DEBUG 2020-07-17 15:01:19,762 [59   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Abp.Authorization.Users.UserRole, Id:1
DEBUG 2020-07-17 15:01:19,762 [59   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Users.User, Id:5
DEBUG 2020-07-17 15:01:19,762 [59   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Abp.Authorization.Users.UserRole, Id:5
INFO  2020-07-17 15:01:19,764 [61   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2020-07-17 15:01:19,767 [61   ] c.Infrastructure.ControllerActionInvoker - Executed action Capinfo.Users.UserAppService.GetRoles (Capinfo.Application) in 59.2781ms
INFO  2020-07-17 15:01:19,770 [61   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Capinfo.Users.UserAppService.GetRoles (Capinfo.Application)'
INFO  2020-07-17 15:01:19,773 [61   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 104.1684ms 200 application/json; charset=utf-8
INFO  2020-07-17 15:01:19,776 [66   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2020-07-17 15:01:19,778 [70   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://capinfo.devops.com:21021/api/services/app/User/GetRoles  
INFO  2020-07-17 15:01:19,781 [66   ] c.Infrastructure.ControllerActionInvoker - Executed action Capinfo.Users.UserAppService.GetAllAsync (Capinfo.Application) in 74.9278ms
INFO  2020-07-17 15:01:19,783 [70   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 15:01:19,785 [66   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Capinfo.Users.UserAppService.GetAllAsync (Capinfo.Application)'
INFO  2020-07-17 15:01:19,787 [70   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
INFO  2020-07-17 15:01:19,789 [66   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 121.2967ms 200 application/json; charset=utf-8
INFO  2020-07-17 15:01:19,792 [70   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Capinfo.Users.UserAppService.GetRoles (Capinfo.Application)'
INFO  2020-07-17 15:01:19,794 [66   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://capinfo.devops.com:21021/api/services/app/User/GetAll?maxResultCount=10&skipCount=0  
INFO  2020-07-17 15:01:19,797 [66   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 15:01:19,800 [66   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
INFO  2020-07-17 15:01:19,802 [66   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Capinfo.Users.UserAppService.GetAllAsync (Capinfo.Application)'
INFO  2020-07-17 15:01:19,806 [70   ] c.Infrastructure.ControllerActionInvoker - Route matched with {area = "app", action = "GetRoles", controller = "User"}. Executing controller action with signature System.Threading.Tasks.Task`1[Abp.Application.Services.Dto.ListResultDto`1[Capinfo.Roles.Dto.RoleDto]] GetRoles() on controller Capinfo.Users.UserAppService (Capinfo.Application).
INFO  2020-07-17 15:01:19,831 [66   ] c.Infrastructure.ControllerActionInvoker - Route matched with {area = "app", action = "GetAll", controller = "User"}. Executing controller action with signature System.Threading.Tasks.Task`1[Abp.Application.Services.Dto.PagedResultDto`1[Capinfo.Users.Dto.UserDto]] GetAllAsync(Capinfo.Users.Dto.PagedUserResultRequestDto) on controller Capinfo.Users.UserAppService (Capinfo.Application).
INFO  2020-07-17 15:01:19,834 [70   ] c.Infrastructure.ControllerActionInvoker - Executing action method Capinfo.Users.UserAppService.GetRoles (Capinfo.Application) - Validation state: Valid
INFO  2020-07-17 15:01:19,860 [56   ] c.Infrastructure.ControllerActionInvoker - Executed action method Capinfo.Users.UserAppService.GetRoles (Capinfo.Application), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 4.5913ms.
DEBUG 2020-07-17 15:01:19,861 [56   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Roles.Role, Id:1
INFO  2020-07-17 15:01:19,862 [66   ] c.Infrastructure.ControllerActionInvoker - Executing action method Capinfo.Users.UserAppService.GetAllAsync (Capinfo.Application) - Validation state: Valid
INFO  2020-07-17 15:01:19,873 [59   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2020-07-17 15:01:19,876 [59   ] c.Infrastructure.ControllerActionInvoker - Executed action Capinfo.Users.UserAppService.GetRoles (Capinfo.Application) in 67.30550000000001ms
INFO  2020-07-17 15:01:19,880 [59   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Capinfo.Users.UserAppService.GetRoles (Capinfo.Application)'
INFO  2020-07-17 15:01:19,884 [59   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 103.84880000000001ms 200 application/json; charset=utf-8
INFO  2020-07-17 15:01:19,890 [63   ] c.Infrastructure.ControllerActionInvoker - Executed action method Capinfo.Users.UserAppService.GetAllAsync (Capinfo.Application), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 25.2776ms.
DEBUG 2020-07-17 15:01:19,890 [63   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Users.User, Id:1
DEBUG 2020-07-17 15:01:19,890 [63   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Abp.Authorization.Users.UserRole, Id:1
DEBUG 2020-07-17 15:01:19,890 [63   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Users.User, Id:5
DEBUG 2020-07-17 15:01:19,890 [63   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Abp.Authorization.Users.UserRole, Id:5
INFO  2020-07-17 15:01:19,901 [63   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2020-07-17 15:01:19,904 [63   ] c.Infrastructure.ControllerActionInvoker - Executed action Capinfo.Users.UserAppService.GetAllAsync (Capinfo.Application) in 70.7249ms
INFO  2020-07-17 15:01:19,906 [63   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Capinfo.Users.UserAppService.GetAllAsync (Capinfo.Application)'
INFO  2020-07-17 15:01:19,909 [63   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 114.292ms 200 application/json; charset=utf-8
INFO  2020-07-17 15:01:23,297 [62   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 OPTIONS http://capinfo.devops.com:21021/api/services/app/Authority/GetMainMenu  
INFO  2020-07-17 15:01:23,305 [62   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 15:01:23,310 [62   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 14.3404ms 204 
INFO  2020-07-17 15:01:23,316 [62   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://capinfo.devops.com:21021/api/services/app/Authority/GetMainMenu  
INFO  2020-07-17 15:01:23,320 [62   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 15:01:23,322 [62   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
INFO  2020-07-17 15:01:23,325 [62   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Capinfo.His.AuthorityAppService.GetMainMenu (Capinfo.Application)'
INFO  2020-07-17 15:01:23,333 [62   ] c.Infrastructure.ControllerActionInvoker - Route matched with {area = "app", action = "GetMainMenu", controller = "Authority"}. Executing controller action with signature System.Threading.Tasks.Task`1[System.Collections.Generic.List`1[Capinfo.His.AuthorityTreeDto]] GetMainMenu(System.String) on controller Capinfo.His.AuthorityAppService (Capinfo.Application).
DEBUG 2020-07-17 15:01:23,340 [62   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:9
DEBUG 2020-07-17 15:01:23,340 [62   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:10
DEBUG 2020-07-17 15:01:23,340 [62   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:15
DEBUG 2020-07-17 15:01:23,340 [62   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:25
DEBUG 2020-07-17 15:01:23,340 [62   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:26
DEBUG 2020-07-17 15:01:23,340 [62   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:29
DEBUG 2020-07-17 15:01:23,340 [62   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:30
DEBUG 2020-07-17 15:01:23,340 [62   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:31
DEBUG 2020-07-17 15:01:23,340 [62   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:32
DEBUG 2020-07-17 15:01:23,340 [62   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:33
DEBUG 2020-07-17 15:01:23,340 [62   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:34
DEBUG 2020-07-17 15:01:23,340 [62   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:35
DEBUG 2020-07-17 15:01:23,340 [62   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.Authority, Id:36
INFO  2020-07-17 15:01:23,360 [62   ] c.Infrastructure.ControllerActionInvoker - Executing action method Capinfo.His.AuthorityAppService.GetMainMenu (Capinfo.Application) - Validation state: Valid
INFO  2020-07-17 15:01:23,421 [63   ] c.Infrastructure.ControllerActionInvoker - Executed action method Capinfo.His.AuthorityAppService.GetMainMenu (Capinfo.Application), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 58.699600000000004ms.
DEBUG 2020-07-17 15:01:23,422 [63   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.MoudleGroup, Id:1000
DEBUG 2020-07-17 15:01:23,422 [63   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Authoritys.MoudleGroup, Id:1001
INFO  2020-07-17 15:01:23,427 [70   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2020-07-17 15:01:23,429 [70   ] c.Infrastructure.ControllerActionInvoker - Executed action Capinfo.His.AuthorityAppService.GetMainMenu (Capinfo.Application) in 94.4781ms
INFO  2020-07-17 15:01:23,432 [70   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Capinfo.His.AuthorityAppService.GetMainMenu (Capinfo.Application)'
INFO  2020-07-17 15:01:23,436 [70   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 120.5216ms 200 application/json; charset=utf-8
INFO  2020-07-17 15:01:24,559 [72   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 OPTIONS http://capinfo.devops.com:21021/api/services/app/User/GetAll?maxResultCount=10&skipCount=0  
INFO  2020-07-17 15:01:24,562 [71   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 OPTIONS http://capinfo.devops.com:21021/api/services/app/User/GetRoles  
INFO  2020-07-17 15:01:24,565 [69   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 OPTIONS http://capinfo.devops.com:21021/api/services/app/User/GetRoles  
INFO  2020-07-17 15:01:24,568 [71   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 15:01:24,572 [69   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 15:01:24,574 [72   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 15:01:24,577 [71   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 12.602300000000001ms 204 
INFO  2020-07-17 15:01:24,580 [69   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 14.367600000000001ms 204 
INFO  2020-07-17 15:01:24,585 [72   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 20.969ms 204 
INFO  2020-07-17 15:01:24,587 [73   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 OPTIONS http://capinfo.devops.com:21021/api/services/app/User/GetAll?maxResultCount=10&skipCount=0  
INFO  2020-07-17 15:01:24,590 [72   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://capinfo.devops.com:21021/api/services/app/User/GetRoles  
INFO  2020-07-17 15:01:24,593 [73   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 15:01:24,595 [60   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://capinfo.devops.com:21021/api/services/app/User/GetAll?maxResultCount=10&skipCount=0  
INFO  2020-07-17 15:01:24,599 [72   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 15:01:24,603 [60   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution successful.
INFO  2020-07-17 15:01:24,604 [72   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
INFO  2020-07-17 15:01:24,615 [60   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
INFO  2020-07-17 15:01:24,618 [72   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Capinfo.Users.UserAppService.GetRoles (Capinfo.Application)'
INFO  2020-07-17 15:01:24,621 [60   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Capinfo.Users.UserAppService.GetAllAsync (Capinfo.Application)'
INFO  2020-07-17 15:01:24,623 [73   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 36.3859ms 204 
INFO  2020-07-17 15:01:24,627 [72   ] c.Infrastructure.ControllerActionInvoker - Route matched with {area = "app", action = "GetRoles", controller = "User"}. Executing controller action with signature System.Threading.Tasks.Task`1[Abp.Application.Services.Dto.ListResultDto`1[Capinfo.Roles.Dto.RoleDto]] GetRoles() on controller Capinfo.Users.UserAppService (Capinfo.Application).
INFO  2020-07-17 15:01:24,629 [60   ] c.Infrastructure.ControllerActionInvoker - Route matched with {area = "app", action = "GetAll", controller = "User"}. Executing controller action with signature System.Threading.Tasks.Task`1[Abp.Application.Services.Dto.PagedResultDto`1[Capinfo.Users.Dto.UserDto]] GetAllAsync(Capinfo.Users.Dto.PagedUserResultRequestDto) on controller Capinfo.Users.UserAppService (Capinfo.Application).
INFO  2020-07-17 15:01:24,671 [72   ] c.Infrastructure.ControllerActionInvoker - Executing action method Capinfo.Users.UserAppService.GetRoles (Capinfo.Application) - Validation state: Valid
INFO  2020-07-17 15:01:24,673 [60   ] c.Infrastructure.ControllerActionInvoker - Executing action method Capinfo.Users.UserAppService.GetAllAsync (Capinfo.Application) - Validation state: Valid
INFO  2020-07-17 15:01:24,680 [66   ] c.Infrastructure.ControllerActionInvoker - Executed action method Capinfo.Users.UserAppService.GetRoles (Capinfo.Application), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 5.7156ms.
DEBUG 2020-07-17 15:01:24,680 [66   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Roles.Role, Id:1
INFO  2020-07-17 15:01:24,691 [63   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2020-07-17 15:01:24,695 [63   ] c.Infrastructure.ControllerActionInvoker - Executed action Capinfo.Users.UserAppService.GetRoles (Capinfo.Application) in 64.4653ms
INFO  2020-07-17 15:01:24,698 [63   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Capinfo.Users.UserAppService.GetRoles (Capinfo.Application)'
INFO  2020-07-17 15:01:24,701 [66   ] c.Infrastructure.ControllerActionInvoker - Executed action method Capinfo.Users.UserAppService.GetAllAsync (Capinfo.Application), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 24.944000000000003ms.
DEBUG 2020-07-17 15:01:24,702 [66   ] Abp.EntityHistory.EntityHistoryHelper    - Skipping Entity Change Creation for Capinfo.Authorization.Users.User, Id:1
INFO  2020-07-17 15:01:24,703 [63   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 113.0978ms 200 application/json; charset=utf-8
